
index,JNAME,P0,P1,F0,F1,DM,
2703,J1843-0211,2.027533,1.44e-14,0.493210,-3.510e-15,441.18,
2704,J1843-0236_P,0.946090,,1.056982,,242.00,
2705,J1843-0310_P,0.285150,,3.506926,,1290.00,
2706,J1843-0355,0.132314,1.04e-15,7.557781,-5.940e-14,797.70,
2707,J1843-0408,0.781934,2.39e-15,1.278881,-3.910e-15,246.00,
2708,J1843-0459,0.754964,8.55e-16,1.324567,-1.500e-15,444.64,
2709,J1843-0510,0.671614,3.89e-15,1.488951,-8.629e-15,257.00,
2710,J1843-0702,0.191615,2.14e-15,5.218810,-5.818e-14,228.60,
2711,J1843-0744,0.475393,1.33e-14,2.103525,-5.887e-14,321.00,
2712,J1843-0757,2.031940,4.13e-15,0.492140,-1.000e-15,254.00,
2713,J1843-0806,0.536424,1.71e-14,1.864198,-5.957e-14,216.92,
2714,J1843-1113,0.001846,9.56e-21,541.809745,-2.806e-15,59.96,
2715,J1843-1448,0.005471,6.21e-21,182.770888,-2.074e-16,114.54,
2716,J1843-1507,0.583550,7.20e-15,1.713648,-2.114e-14,215.50,
2717,J1843-40,0.324187,,3.084639,,66.00,
2718,J1844+00,0.460503,,2.171539,,346.60,
2719,J1844+0028,0.003571,1.81e-20,280.059347,-1.417e-15,181.09,
2720,J1844+0115,0.004186,1.07e-20,238.917573,-6.120e-16,148.25,
2721,J1844+0144_P,1.505600,,0.664187,,373.00,
2722,J1844+0315_P,0.318910,,3.135681,,23.00,
2723,J1844+0455_P,0.004700,,212.765957,,241.40,
2724,J1844+1454,0.375465,1.87e-15,2.663364,-1.328e-14,41.49,
2725,J1844+21,0.595900,,1.678134,,28.00,
2726,J1844+41,0.915700,,1.092061,,50.00,
2727,J1844-0030,0.641101,6.09e-15,1.559816,-1.482e-14,604.51,
2728,J1844-0127_P,0.029140,,34.317090,,368.10,
2729,J1844-0128,0.029144,3.06e-20,34.311883,-3.600e-17,368.18,
2730,J1844-0134_P,2.697200,,0.370755,,357.70,
2731,J1844-0136_P,0.417240,,2.396702,,901.00,
2732,J1844-0142_P,0.348720,,2.867630,,794.50,
2733,J1844-02,0.581535,,1.719586,,336.00,
2734,J1844-0202_P,0.761450,,1.313284,,628.00,
2735,J1844-0223_P,0.924990,,1.081093,,305.60,
2736,J1844-0244,0.507722,1.67e-14,1.969581,-6.494e-14,422.13,
2737,J1844-0256,0.272963,,3.663500,,826.00,
2738,J1844-03,6.971300,,0.143445,,,
2739,J1844-0302,1.198630,7.81e-15,0.834286,-5.435e-15,533.00,
2740,J1844-0310,0.525049,1.02e-14,1.904584,-3.713e-14,836.10,
2741,J1844-0346,0.112855,1.55e-13,8.860955,-1.215e-11,,
2742,J1844-0433,0.991030,3.91e-15,1.009051,-3.986e-15,123.16,
2743,J1844-0452,0.269443,6.80e-16,3.711356,-9.370e-15,626.00,
2744,J1844-0502,0.335163,6.18e-17,2.983627,-5.500e-16,318.00,
2745,J1844-0538,0.255704,9.71e-15,3.910769,-1.484e-13,411.71,
2746,J1844-09,0.634445,,1.576180,,415.00,
2747,J1845+0104_P,0.006710,,149.031297,,94.90,
2748,J1845+0201_P,0.004309,2.82e-20,232.058921,-1.517e-15,56.65,
2749,J1845+0317_P,0.001851,2.82e-20,540.335436,-8.230e-15,77.26,
2750,J1845+0326_P,0.968000,,1.033058,,144.00,
2751,J1845+0417_P,1.697000,,0.589275,,164.00,
2752,J1845+0623,1.421654,5.42e-16,0.703406,-2.681e-16,115.72,
2753,J1845+21,3.755600,,0.266269,,50.00,
2754,J1845-0008_P,1.268000,,0.788644,,143.00,
2755,J1845-0028_P,0.084500,,11.834320,,301.00,
2756,J1845-0103_P,0.099060,,10.094892,,750.10,
2757,J1845-0118_P,1.718730,,0.581825,,573.50,
2758,J1845-0142_P,0.126200,,7.923930,,564.00,
2759,J1845-0144_P,0.593960,,1.683615,,937.70,
2760,J1845-0229A_,0.657720,,1.520404,,832.00,
2761,J1845-0229B_,0.463050,,2.159594,,846.00,
2762,J1845-0243_P,0.345260,,2.896368,,747.00,
2763,J1845-0254_P,0.492660,,2.029797,,735.00,
2764,J1845-0316,0.207636,8.86e-15,4.816127,-2.055e-13,500.00,
2765,J1845-0434,0.486760,1.13e-14,2.054399,-4.777e-14,229.85,
2766,J1845-0545,1.092356,1.35e-14,0.915452,-1.132e-14,316.26,
2767,J1845-0635,0.340529,4.49e-15,2.936604,-3.876e-14,414.50,
2768,J1845-0743,0.104695,3.67e-16,9.551586,-3.345e-14,281.02,
2769,J1845-0826,0.634354,9.35e-15,1.576406,-2.324e-14,228.20,
2770,J1845-1114,0.206221,2.01e-15,4.849165,-4.716e-14,210.27,
2771,J1845-1351,2.618918,9.72e-15,0.381837,-1.418e-15,197.40,
2772,J1846+0014_P,0.006660,,150.150150,,230.00,
2773,J1846+0051,0.434380,1.12e-14,2.302134,-5.945e-14,140.55,
2774,J1846+0153_P,2.052520,,0.487206,,322.70,
2775,J1846+0336_P,1.512730,,0.661057,,296.00,
2776,J1846+0507_P,0.003070,,325.732899,,101.60,
2777,J1846+0657_P,2.244050,,0.445623,,224.20,
2778,J1846+0919,0.225552,9.93e-15,4.433565,-1.952e-13,,
2779,J1846-0200_P,0.668390,,1.496132,,97.70,
2780,J1846-0211_P,0.788170,,1.268762,,838.00,
2781,J1846-0253_P,2.209440,,0.452603,,992.00,
2782,J1846-0257,4.476723,1.61e-13,0.223378,-8.013e-15,237.00,
2783,J1846-0258,0.326571,7.11e-12,3.062119,-6.664e-11,,
2784,J1846-05,1.444985,,0.692049,,474.00,
2785,J1846-0500,0.476636,1.64e-15,2.098037,-7.202e-15,405.39,
2786,J1846-0513,0.023370,1.01e-18,42.790745,-1.850e-15,310.73,
2787,J1846-0749,0.350110,1.26e-15,2.856249,-1.029e-14,389.13,
2788,J1846-07492,0.861380,5.19e-15,1.160928,-6.991e-15,190.80,
2789,J1846-4249,2.273000,,0.439947,,62.00,
2790,J1846-7403,4.878839,6.06e-15,0.204967,-2.546e-16,97.00,
2791,J1847+01,0.003463,,288.761036,,20.10,
2792,J1847+0110_P,0.006530,,153.139357,,183.40,
2793,J1847+0133_P,2.846910,,0.351258,,193.80,
2794,J1847+0148_P,0.602460,,1.659861,,314.70,
2795,J1847+0342_P,0.004290,,233.100233,,81.10,
2796,J1847+0614_P,1.663020,,0.601316,,270.50,
2797,J1847-0046_P,,,,,337.00,
2798,J1847-0048_P,0.582470,,1.716827,,667.00,
2799,J1847-0052_P,0.332530,,3.007247,,626.50,
2800,J1847-0130,6.707046,1.27e-12,0.149097,-2.834e-14,667.00,
2801,J1847-0308_P,29.769300,,0.033592,,149.80,
2802,J1847-0402,0.597809,5.17e-14,1.672776,-1.446e-13,141.98,
2803,J1847-0427,0.259247,5.90e-18,3.857331,-8.779e-17,188.30,
2804,J1847-0438,0.957999,1.09e-14,1.043843,-1.193e-14,234.80,
2805,J1847-0443,0.340832,2.83e-17,2.933996,-2.440e-16,455.00,
2806,J1847-05,2.618070,,0.381961,,170.00,
2807,J1847-0605,0.778167,4.63e-15,1.285070,-7.650e-15,206.47,
2808,J1848+0127_P,0.534020,,1.872589,,77.00,
2809,J1848+0150,3.290150,,0.303938,,500.80,
2810,J1848+0351,0.191443,6.73e-17,5.223496,-1.836e-15,336.60,
2811,J1848+0604,2.218605,3.75e-15,0.450734,-7.614e-16,240.47,
2812,J1848+0647,0.505957,8.75e-15,1.976454,-3.419e-14,27.90,
2813,J1848+0826,0.328665,2.72e-16,3.042614,-2.519e-15,90.68,
2814,J1848+12,0.754730,,1.324977,,139.00,
2815,J1848+1245_P,0.248230,,4.028522,,100.00,
2816,J1848+1516,2.233770,1.68e-15,0.447674,-3.370e-16,77.44,
2817,J1848+26,0.629000,,1.589825,,64.00,
2818,J1848-0023,0.537625,1.61e-15,1.860034,-5.556e-15,34.96,
2819,J1848-0044_P,0.005550,,180.180180,,227.70,
2820,J1848-0055,0.274557,1.35e-15,3.642235,-1.790e-14,1166.00,
2821,J1848-0123,0.659436,5.25e-15,1.516447,-1.208e-14,159.99,
2822,J1848-0129A,0.019784,,50.545896,,490.00,
2823,J1848-0511,1.637129,8.86e-15,0.610825,-3.307e-15,418.00,
2824,J1848-0601,0.225004,2.87e-16,4.444356,-5.671e-15,496.60,
2825,J1848-1150,1.312218,1.43e-15,0.762068,-8.327e-16,163.40,
2826,J1848-1243,0.414383,4.41e-16,2.413224,-2.565e-15,91.96,
2827,J1848-1414,0.297770,1.41e-17,3.358302,-1.589e-16,134.47,
2828,J1848-1952,4.308190,2.33e-14,0.232116,-1.254e-15,18.23,
2829,J1849+0001,0.525650,1.31e-14,1.902405,-4.751e-14,188.20,
2830,J1849+0009,1.318431,8.78e-14,0.758478,-5.052e-14,505.10,
2831,J1849+0016_P,0.001810,,552.486188,,271.40,
2832,J1849+0034_P,1.105450,,0.904609,,487.10,
2833,J1849+0037_P,0.396490,,2.522132,,611.50,
2834,J1849+0106,1.832259,1.70e-14,0.545774,-5.066e-15,216.24,
2835,J1849+0127,0.542155,2.80e-14,1.844489,-9.515e-14,207.00,
2836,J1849+0225_P,1.474520,,0.678187,,259.90,
2837,J1849+0304_P,0.001790,,558.659218,,146.70,
2838,J1849+0329_P,0.004500,,222.222222,,152.10,
2839,J1849+0339_P,1.666720,,0.599981,,349.50,
2840,J1849+0409,0.761194,2.16e-14,1.313725,-3.726e-14,63.97,
2841,J1849+0430,0.421126,1.14e-16,2.374587,-6.411e-16,191.00,
2842,J1849+0619_P,2.011000,,0.497265,,110.00,
2843,J1849+0623_P,0.014590,,68.540096,,129.40,
2844,J1849+1001,0.035189,4.95e-20,28.417723,-4.000e-17,79.56,
2845,J1849+1043_P,0.971400,,1.029442,,134.20,
2846,J1849+2423,0.275641,1.53e-16,3.627901,-2.008e-15,62.27,
2847,J1849+2559,0.519263,1.80e-16,1.925805,-6.668e-16,75.00,
2848,J1849-0001,0.038523,1.42e-14,25.958797,-9.539e-12,,
2849,J1849-0014,0.491754,1.72e-14,2.033537,-7.122e-14,345.90,
2850,J1849-0019_P,0.911370,,1.097249,,513.20,
2851,J1849-0040,0.672481,1.11e-14,1.487032,-2.464e-14,1267.60,
2852,J1849-0145_P,0.674170,,1.483305,,682.50,
2853,J1849-0200_P,0.326770,,3.060256,,883.00,
2854,J1849-0317,0.668422,2.21e-14,1.496060,-4.936e-14,39.62,
2855,J1849-0614,0.953384,5.41e-14,1.048895,-5.951e-14,118.14,
2856,J1849-0636,1.451362,4.62e-14,0.689008,-2.195e-14,148.17,
2857,J1850+0011_P,0.167540,,5.968724,,506.50,
2858,J1850+0026,1.081844,3.55e-16,0.924348,-3.037e-16,200.98,
2859,J1850+0124,0.003560,1.09e-20,280.917517,-8.600e-16,118.88,
2860,J1850+0242,0.004480,1.63e-19,223.221060,-8.100e-15,540.07,
2861,J1850+0423,0.290716,9.14e-17,3.439781,-1.081e-15,265.80,
2862,J1850+0707_P,0.033930,,29.472443,,160.80,
2863,J1850+0724_P,0.468890,,2.132696,,117.80,
2864,J1850+0824_P,1.013160,,0.987011,,74.10,
2865,J1850+0845_P,0.048310,,20.699648,,201.10,
2866,J1850+0956_P,0.003240,,308.641975,,99.70,
2867,J1850+1335,0.345583,1.49e-15,2.893660,-1.250e-14,60.14,
2868,J1850+15,1.383965,,0.722562,,25.00,
2869,J1850-0002,0.893355,6.46e-15,1.119375,-8.097e-15,541.70,
2870,J1850-0004_P,,,,,154.00,
2871,J1850-0006,2.191498,4.32e-15,0.456309,-8.995e-16,655.00,
2872,J1850-0020,1.574737,2.40e-14,0.635027,-9.687e-15,602.80,
2873,J1850-0026,0.166634,3.91e-14,6.001179,-1.408e-12,947.00,
2874,J1850-0031,0.734185,1.26e-15,1.362055,-2.344e-15,895.00,
2875,J1850-0050_P,0.221520,,4.514265,,1060.00,
2876,J1851+00,0.022847,,43.770068,,107.60,
2877,J1851+0037_P,2.523730,,0.396239,,424.00,
2878,J1851+0051_P,4.027000,,0.248324,,575.00,
2879,J1851+0056_P,0.291100,,3.435246,,332.30,
2880,J1851+0118,0.906977,1.37e-13,1.102564,-1.662e-13,418.00,
2881,J1851+0233,0.344018,2.18e-15,2.906822,-1.846e-14,606.00,
2882,J1851+0241,4.491318,2.26e-14,0.222652,-1.119e-15,524.30,
2883,J1851+0347_P,2.141450,,0.466973,,439.60,
2884,J1851+0418,0.284698,1.09e-15,3.512489,-1.344e-14,115.34,
2885,J1851+0500_P,2.327380,,0.429668,,341.30,
2886,J1851+0843_P,0.288910,,3.461286,,246.30,
2887,J1851+10,0.867862,,1.152258,,188.70,
2888,J1851+1021_P,0.867860,,1.152260,,191.20,
2889,J1851+1259,1.205313,1.13e-14,0.829660,-7.812e-15,70.63,
2890,J1851-0014_P,0.162130,,6.167890,,319.80,
2891,J1851-0029,0.518724,4.71e-15,1.927809,-1.750e-14,521.11,
2892,J1851-0053,1.409066,8.53e-16,0.709690,-4.295e-16,24.43,
2893,J1851-0108_P,0.087080,,11.483693,,669.60,
2894,J1851-0114,0.953182,2.48e-15,1.049118,-2.733e-15,427.20,
2895,J1851-0241,0.435194,7.96e-15,2.297827,-4.205e-14,515.00,
2896,J1851-0633,1.920302,2.40e-15,0.520751,-6.502e-16,229.10,
2897,J1852+0008,0.467894,5.68e-15,2.137236,-2.594e-14,255.40,
2898,J1852+0013,0.957751,1.40e-14,1.044113,-1.530e-14,545.00,
2899,J1852+0018,0.318763,2.71e-14,3.137129,-2.667e-13,454.80,
2900,J1852+0031,2.180195,9.70e-14,0.458675,-2.040e-14,787.00,
2901,J1852+0033,11.558713,0.00e+00,0.086515,-0.000e+00,,
2902,J1852+0040,0.104913,8.68e-18,9.531743,-7.886e-16,,
2903,J1852+0056_P,1.177790,,0.849048,,905.70,
2904,J1852+0158_P,0.185730,,5.384160,,607.50,
2905,J1852+0305,1.326149,1.02e-16,0.754063,-5.800e-17,320.00,
2906,J1852+0309_P,0.005580,,179.211470,,358.00,
2907,J1852+0421_P,3.160920,,0.316364,,294.30,
2908,J1852+0857_P,3.772140,,0.265102,,85.90,
2909,J1852+1200,0.003866,,258.687554,,68.05,
2910,J1852-0000,1.920666,2.52e-13,0.520653,-6.830e-14,593.10,
2911,J1852-0002_P,0.245100,,4.079967,,558.10,
2912,J1852-0024,0.355429,1.65e-16,2.813501,-1.303e-15,292.31,
2913,J1852-0033,1.369012,7.92e-15,0.730454,-4.223e-15,321.60,
2914,J1852-0039,0.802905,3.78e-16,1.245477,-5.868e-16,354.00,
2915,J1852-0044_P,0.002410,,414.937759,,272.90,
2916,J1852-0055_P,0.164030,,6.096446,,211.70,
2917,J1852-0111_P,1.902100,,0.525735,,457.10,
2918,J1852-0118,0.451473,1.76e-15,2.214974,-8.635e-15,285.46,
2919,J1852-0127,0.428980,5.16e-15,2.331110,-2.803e-14,427.90,
2920,J1852-0635,0.524159,1.46e-14,1.907818,-5.324e-14,173.60,
2921,J1852-0834_P,0.249320,,4.010910,,190.10,
2922,J1852-0947,3.019694,9.83e-15,0.331159,-1.078e-15,239.30,
2923,J1852-1310,0.004315,1.02e-20,231.768195,-5.475e-16,44.96,
2924,J1852-2610,0.336337,8.71e-17,2.973207,-7.695e-16,56.81,
2925,J1853+0009,0.033395,,29.944547,,192.40,
2926,J1853+0011,0.397889,3.35e-14,2.513261,-2.118e-13,568.80,
2927,J1853+0013,0.928596,1.14e-15,1.076895,-1.325e-15,309.60,
2928,J1853+0023,0.576939,6.50e-17,1.733285,-1.953e-16,205.60,
2929,J1853+0029,1.876758,2.43e-15,0.532834,-6.902e-16,227.39,
2930,J1853+0056,0.275578,2.14e-14,3.628742,-2.816e-13,180.90,
2931,J1853+0209_P,,,,,350.00,
2932,J1853+0237_P,0.427390,,2.339783,,725.50,
2933,J1853+0259,0.585553,1.12e-16,1.707788,-3.274e-16,292.40,
2934,J1853+0312_P,0.438090,,2.282636,,345.00,
2935,J1853+0353_P,,,,,379.00,
2936,J1853+0427,1.320659,2.65e-15,0.757198,-1.517e-15,549.30,
2937,J1853+0505,0.905137,1.28e-15,1.104805,-1.563e-15,279.00,
2938,J1853+0545,0.126400,6.12e-16,7.911372,-3.834e-14,197.91,
2939,J1853+0853,3.914658,5.13e-15,0.255450,-3.350e-16,237.00,
2940,J1853+1303,0.004092,8.72e-21,244.391378,-5.206e-16,30.57,
2941,J1853-0003_P,0.171520,,5.830224,,667.20,
2942,J1853-0004,0.101437,5.57e-15,9.858292,-5.415e-13,437.87,
2943,J1853-0008A_,0.002825,,354.001097,,285.20,
2944,J1853-0008_P,0.002820,,354.609929,,285.30,
2945,J1853-0009_P,0.721100,,1.386770,,443.10,
2946,J1853-0014_P,0.563270,,1.775348,,70.50,
2947,J1853-0049_P,0.016780,,59.594756,,405.40,
2948,J1853-0054_P,0.308340,,3.243173,,442.90,
2949,J1853-0130_P,1.945000,,0.514139,,344.00,
2950,J1853-0649,1.048132,1.55e-15,0.954078,-1.411e-15,44.54,
2951,J1853-0842A,0.002149,-2.40e-21,465.238972,5.200e-16,155.14,
2952,J1854+0012_P,0.002710,,369.003690,,204.10,
2953,J1854+0050,0.767280,5.78e-16,1.303306,-9.809e-16,529.20,
2954,J1854+0131_P,2.043850,,0.489273,,474.90,
2955,J1854+0306,4.557820,1.45e-13,0.219403,-6.986e-15,192.00,
2956,J1854+0317,1.366450,1.85e-15,0.731824,-9.908e-16,390.00,
2957,J1854+0319,0.628541,5.51e-17,1.590987,-1.395e-16,480.20,
2958,J1854+0358_P,0.590840,,1.692506,,486.50,
2959,J1854+0704_P,0.450900,,2.217787,,10.80,
2960,J1854+0934_P,0.207170,,4.826954,,186.40,
2961,J1854+0956_P,0.089010,,11.234693,,53.30,
2962,J1854+0957_P,0.687640,,1.454249,,116.70,
2963,J1854+1002_P,0.071010,,14.082524,,190.50,
2964,J1854+1046B_,0.511000,,1.956947,,90.80,
2965,J1854+1050,0.573197,6.39e-16,1.744601,-1.944e-15,207.20,
2966,J1854+36,1.300220,,0.769101,,59.80,
2967,J1854+40,1.748000,,0.572082,,37.00,
2968,J1854-0033_P,0.361470,,2.766481,,617.50,
2969,J1854-0036,0.716856,2.26e-15,1.394981,-4.403e-15,491.89,
2970,J1854-0156_P,0.600790,,1.664475,,280.60,
2971,J1854-0230_P,0.687500,,1.454545,,550.50,
2972,J1854-05,1.279945,,0.781284,,275.00,
2973,J1854-0514,1.279949,1.84e-15,0.781281,-1.125e-15,281.10,
2974,J1854-0524,0.544021,1.20e-15,1.838165,-4.055e-15,192.00,
2975,J1854-1421,1.146595,4.16e-15,0.872148,-3.165e-15,130.40,
2976,J1854-1557,3.453121,4.52e-15,0.289593,-3.791e-16,150.00,
2977,J1855+0033_P,,,,,554.00,
2978,J1855+0139_P,0.444140,,2.251542,,405.60,
2979,J1855+0205,0.246817,6.47e-17,4.051589,-1.061e-15,867.30,
2980,J1855+0228_P,0.253170,,3.949915,,530.00,
2981,J1855+0235,0.983030,2.15e-17,1.017263,-2.225e-17,103.71,
2982,J1855+0240_P,1.224000,,0.816993,,397.00,
2983,J1855+0306,1.633566,7.00e-15,0.612158,-2.624e-15,627.00,
2984,J1855+0307,0.845358,1.81e-14,1.182931,-2.526e-14,401.22,
2985,J1855+0327_P,0.782820,,1.277433,,298.60,
2986,J1855+0339_P,1.761340,,0.567750,,416.20,
2987,J1855+0422,1.678106,9.29e-16,0.595910,-3.300e-16,455.60,
2988,J1855+0424_P,2.220250,,0.450400,,678.50,
2989,J1855+0455_P,0.101010,,9.900010,,372.90,
2990,J1855+0511_P,1.421470,,0.703497,,307.50,
2991,J1855+0527,1.393484,2.67e-13,0.717626,-1.376e-13,362.00,
2992,J1855+0626,0.528832,,1.890959,,253.80,
2993,J1855+0700,0.258685,7.52e-16,3.865711,-1.123e-14,244.00,
2994,J1855-0054_P,,,,,577.00,
2995,J1855-0115_P,2.562290,,0.390276,,261.70,
2996,J1855-0149_P,0.004560,,219.298246,,349.90,
2997,J1855-0154_P,,,,,417.00,
2998,J1855-0211_P,,,,,304.00,
2999,J1855-0221_P,0.002770,,361.010830,,223.30,
3000,J1855-0941,0.345401,2.39e-16,2.895183,-2.003e-15,151.87,
3001,J1855-1436,0.003594,1.09e-20,278.234418,-8.438e-16,109.21,
3002,J1856+0011_P,0.928470,,1.077041,,455.80,
3003,J1856+0029_P,0.376000,,2.659574,,234.00,
3004,J1856+0102,0.620217,1.22e-15,1.612339,-3.176e-15,554.00,
3005,J1856+0113,0.267440,2.08e-13,3.739162,-2.913e-12,96.10,
3006,J1856+0211,9.890092,7.80e-16,0.101111,-7.974e-18,124.50,
3007,J1856+0243_P,0.546600,,1.829491,,178.30,
3008,J1856+0245,0.080907,6.21e-14,12.359917,-9.489e-12,623.50,
3009,J1856+0404,0.420252,3.71e-17,2.379524,-2.100e-16,341.30,
3010,J1856+0528_P,,,,,307.00,
3011,J1856+0615_P,0.326970,,3.058385,,333.10,
3012,J1856+0711_P,0.611040,,1.636554,,325.70,
3013,J1856+0805_P,0.276170,,3.620958,,308.80,
3014,J1856+0912,2.170701,2.63e-15,0.460681,-5.578e-16,191.40,
3015,J1856+1000_P,0.004870,,205.338809,,202.10,
3016,J1856+1059_P,0.311380,,3.211510,,145.90,
3017,J1856-0018_P,0.282880,,3.535068,,326.30,
3018,J1856-0039_P,0.023400,,42.735043,,43.20,
3019,J1856-0041_P,0.519650,,1.924372,,309.20,
3020,J1856-0105_P,0.868350,,1.151609,,329.30,
3021,J1856-0134_P,0.381870,,2.618692,,236.20,
3022,J1856-0235_P,0.535170,,1.868565,,204.70,
3023,J1856-0526,0.370484,1.66e-15,2.699169,-1.209e-14,132.19,
3024,J1856-3754,7.055203,2.98e-14,0.141739,-5.980e-16,,
3025,J1857+0057,0.356929,5.46e-17,2.801677,-4.285e-16,82.47,
3026,J1857+0143,0.139760,3.12e-14,7.155120,-1.596e-12,249.40,
3027,J1857+0210,0.630983,1.40e-14,1.584829,-3.525e-14,783.00,
3028,J1857+0212,0.415857,4.02e-14,2.404671,-2.327e-13,504.92,
3029,J1857+0214,0.333918,1.61e-15,2.994750,-1.440e-14,982.00,
3030,J1857+0224,0.875874,6.15e-17,1.141717,-8.017e-17,398.00,
3031,J1857+0229_P,0.584000,,1.712329,,574.00,
3032,J1857+0249_P,1.549880,,0.645211,,604.00,
3033,J1857+0300,0.772678,2.65e-15,1.294200,-4.437e-15,691.00,
3034,J1857+0310_P,0.163120,,6.130456,,588.50,
3035,J1857+0526,0.349951,6.93e-15,2.857541,-5.660e-14,464.79,
3036,J1857+0642_P,0.003531,4.69e-21,283.206711,-3.763e-16,21.59,
3037,J1857+07,0.029120,,34.340659,,159.60,
3038,J1857+0809,0.502924,4.74e-15,1.988373,-1.873e-14,282.00,
3039,J1857+0943,0.005362,1.78e-20,186.494078,-6.205e-16,13.30,
3040,J1857-0026_P,0.022350,,44.742729,,312.70,
3041,J1857-0110_P,0.496730,,2.013166,,385.70,
3042,J1857-0117_P,1.222590,,0.817936,,353.90,
3043,J1857-0125_P,0.001830,,546.448087,,214.00,
3044,J1857-0230_P,0.035150,,28.449502,,134.50,
3045,J1857-1027,3.687219,1.05e-14,0.271207,-7.760e-16,108.90,
3046,J1858+0026_P,4.714670,,0.212104,,415.30,
3047,J1858+0215,0.745828,4.61e-15,1.340792,-8.290e-15,702.00,
3048,J1858+0239,0.197644,1.40e-14,5.059597,-3.584e-13,492.71,
3049,J1858+0241,4.693233,2.43e-14,0.213073,-1.104e-15,325.90,
3050,J1858+0244_P,0.002610,,383.141762,,282.60,
3051,J1858+0310_P,0.372750,,2.682763,,699.50,
3052,J1858+0319,0.867444,1.03e-16,1.152812,-1.362e-16,284.00,
3053,J1858+0346,0.256844,2.04e-15,3.893417,-3.093e-14,386.00,
3054,J1858+0453_P,3.761000,,0.265887,,429.00,
3055,J1858+0609_P,0.484350,,2.064623,,381.50,
3056,J1858+0724_P,0.007700,,129.870130,,105.00,
3057,J1858-0024_P,0.400600,,2.496256,,190.00,
3058,J1858-0055_P,2.846620,,0.351294,,270.70,
3059,J1858-0113_P,1.532000,,0.652742,,280.00,
3060,J1858-0128_P,0.007880,,126.903553,,38.10,
3061,J1858-0736,0.551059,5.06e-15,1.814689,-1.666e-14,194.00,
3062,J1858-2216,0.002384,3.80e-21,419.460817,-6.686e-16,26.63,
3063,J1858-5422,0.002355,4.12e-21,424.538976,-7.420e-16,30.82,
3064,J1859+00,0.559636,,1.786875,,423.00,
3065,J1859+0026A_,0.008572,,116.654262,,334.10,
3066,J1859+0026B_,0.002330,,429.184549,,191.60,
3067,J1859+0026_P,0.008570,,116.686114,,334.10,
3068,J1859+0126_P,0.957700,,1.044168,,531.70,
3069,J1859+0239B_,0.849000,,1.177856,,624.00,
3070,J1859+0239_P,0.056110,,17.822135,,250.90,
3071,J1859+0251_P,3.580000,,0.279330,,286.00,
3072,J1859+0313_P,0.001610,,621.118012,,107.70,
3073,J1859+0345,1.511509,6.48e-16,0.661591,-2.835e-16,559.00,
3074,J1859+0430,0.336325,5.30e-17,2.973315,-4.686e-16,782.90,
3075,J1859+0434_P,0.458340,,2.181786,,320.10,
3076,J1859+0601,1.044313,2.55e-14,0.957568,-2.339e-14,272.40,
3077,J1859+0603,0.508561,1.59e-15,1.966332,-6.146e-15,379.00,
3078,J1859+0658_P,0.005110,,195.694716,,290.40,
3079,J1859+07,,,,,303.00,
3080,J1859+0832_P,,,,,259.00,
3081,J1859+1526,0.933972,3.93e-15,1.070696,-4.500e-15,97.45,
3082,J1859+7654,1.393729,5.05e-17,0.717500,-2.600e-17,47.25,
3083,J1859-0152_P,0.903000,,1.107420,,399.30,
3084,J1859-0224_P,0.006170,,162.074554,,89.40,
3085,J1859-0233_P,,,,,164.20,
3086,J1900+0213_P,0.032090,,31.162356,,310.50,
3087,J1900+0227,0.374262,5.71e-15,2.671928,-4.073e-14,201.10,
3088,J1900+0308,0.004909,5.90e-21,203.697558,-2.450e-16,249.90,
3089,J1900+0405_P,0.072380,,13.815971,,634.40,
3090,J1900+0438,0.312314,3.23e-15,3.201902,-3.312e-14,627.00,
3091,J1900+0634,0.389872,5.12e-15,2.564944,-3.371e-14,323.59,
3092,J1900+0715_P,0.970440,,1.030460,,266.10,
3093,J1900+0732_P,1.709000,,0.585138,,226.00,
3094,J1900+0908_P,,,,,264.00,
3095,J1900+0947_P,0.002410,,414.937759,,242.60,
3096,J1900+1017_P,0.371500,,2.691790,,167.90,
3097,J1900+30,0.602227,,1.660503,,71.83,
3098,J1900+4221,4.341134,9.05e-15,0.230355,-4.801e-16,68.14,
3099,J1900+5106,0.337759,3.20e-16,2.960690,-2.805e-15,71.60,
3100,J1900-0051,0.385194,1.42e-16,2.596093,-9.601e-16,136.55,
3101,J1900-0126_P,0.004000,,250.000000,,145.50,
3102,J1900-0134,1.832332,3.05e-14,0.545753,-9.081e-15,178.10,
3103,J1900-0152_P,1.384000,,0.722543,,314.00,
3104,J1900-0933,1.423889,2.32e-16,0.702302,-1.143e-16,162.70,
3105,J1900-2600,0.612209,2.05e-16,1.633429,-5.457e-16,37.99,
3106,J1900-7951,1.279193,1.86e-15,0.781743,-1.137e-15,39.00,
3107,J1901+00,0.777662,,1.285906,,340.30,
3108,J1901+0020_P,0.214810,,4.655277,,237.60,
3109,J1901+0124,0.318819,3.25e-15,3.136574,-3.197e-14,314.75,
3110,J1901+0156,0.288221,2.36e-15,3.469561,-2.838e-14,105.39,
3111,J1901+0234,0.885240,2.30e-14,1.129637,-2.939e-14,404.00,
3112,J1901+0254,1.299693,4.56e-16,0.769412,-2.700e-16,185.00,
3113,J1901+0300,0.007797,4.57e-20,128.258137,-7.520e-16,253.89,
3114,J1901+0315_P,0.819820,,1.219780,,410.50,
